name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Dodge Hornet R/T Plus,"
      
        This 2024 Hornet R/T Plus will sell fast! All Wheel Drive. This Hornet has many valuable options! Backup Camera. Leather seats. Navigation. Bluetooth Connectivity. Sunroof. Panoramic Sunroof. Satellite radio. Aux. Audio Input. -Cooled Front Seats -Heated Front Seats -Heated Mirrors -Premium Sound System -High Intensity Headlights -Automatic Headlights -Multi-Zone Air Conditioning -Remote Start -Security System -Parking Sensors -Garage Door Opener -Parking Assist -Keyless Entry -Power Lift Gate -Seat Memory -Power Folding Mirrors -Rain Sensing Wipers -Leather Steering Wheel -Automatic Transmission -Rear Bench Seats -Alloy Wheels On top of that, it has many safety features! -Brake Assist -Traction Control -Stability Control Call Gettel Chrysler Dodge Jeep Ram Punta Gorda at (888) 691-4026 to confirm availability and schedule a no-obligation test drive! We are located at 2323 Tamiami Trail, Punta Gorda, FL 33950.
      
    ",Dodge,Hornet,2024,47234.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,0.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gold,Black,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Overland,"
      
        .
      
    ",Jeep,Grand Cherokee 4xe,2024,77314.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,6.0,8-Speed Automatic,Overland,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,"Dealer Comments +++ Price Ends 5/31/2024 +++ Ask for Curt or Nate to receive this discount. Call or Text us at 559-797-7554 with any question or to set a appointment time to see this vehicle. We would like to assist you.Whether you are looking to purchase a new or used vehicle, or are in need of maintenance and repairs for your current car you can count on us! Our Chrysler  dealership  consists of trusted sales people as well as well experienced technicians to ensure a quality visit no matter what department you are visiting. CALL AND ASK FOR OUR INTERNET DEPARTMENT FOR SAVINGS!!! ",Dodge,Hornet,2024,49720.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,0.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4.0,Acapulco Gold,Black,All-wheel Drive
2024 Jeep Wagoneer Base,"
      
        This New 2024 Jeep Wagoneer Base is loaded with convenient features like 4X4, Rear Camera, 3rd Row Seats, Navigation, Leather, Cooled Seats, SiriusXM, Heated Seats, Remote Start, WiFi Hotspot, Premium Audio, Power-Liftgate, Heated-Steering Wheel, Brake-Assist, Running-Boards, Bluetooth, Blind-Spot Monitor, Remote entry.This stunning 2024 Jeep Wagoneer Base features a beautiful Diamond Black Crystal Pearlcoat exterior and a Global Black interior.Compare, adjust and save your payment options on every new vehicle in stock at PerformanceCJDR.com.Technology and Entertainment features include: Premium Sound System, Navigation System, Remote Engine Start, GPS System, WiFi Mobile Hotspot, Keyless Start, SiriusXM Satellite Radio, Bluetooth Connection, Garage Door Opener, Smart Device Integration, HD Radio, Keyless Entry and Heated Front Seats, Air Conditioned Seats, Dual Power Seats, Automatic Climate Control, Heated Steering Wheel, Third Row Seat, Leather Seats, Power Drivers Seat, Adjustable Lumbar Seats, Memory Seats, Memory Mirrors, Air Conditioning, Steering Wheel Audio Controls, Bucket Seats, Driver Illuminated Vanity Mirror, Pass-Through Rear Seat, Adjustable Steering Wheel, Multi-zone Climate Control, Passenger Illuminated Visor Mirror, Bench Seat, Vanity Mirrors, Floor Mats, AM/FM Stereo, Rear Window Defroster, Trip Odometer, MP3 Compatible Radio.Safety and Economy features include: Back-Up Camera, Side Mirror Turn Signals, Electronic Stability Control, Rear Parking Aid, Blind Spot Monitoring, Integrated Turn Signal Mirrors, Daytime Running Lights, LED Headlights, Rear Collision Mitigation, Anti Theft System, Front Collision Mitigation, Brake Assist, Drivers Air Bag, ABS Brakes, Knee AirBag, Rear Cushion Airbag, Tire Pressure Monitoring System, Auto Dimming R/V Mirror, Child Proof Locks, Center Airbag Rear, Driver Front Side Air Bag, Front Head Air Bag, Passeenger Front Side Impact Airbag.This vehicle has an EPA rated fuel economy of 23.0 highway / 16.0 city1.Warranties include a 3-year/36,000-mile Basic Limited Warranty providing bumper-to-bumper coverage for your vehicle, from the body to the electrical system.
      
    ",Jeep,Wagoneer,2024,64434.0,rbo Regular Unleaded I-6 3.0 L/183,6.0,Gasoline,20.0,Automatic,Base,SUV,4.0,Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,"
      
        2024 Jeep Grand Cherokee Limited 4X4Bright White ClearcoatBlack Capri Leatherette SeatsUconnect 5 Navigation w/ 10.1-Inch Touch Screen DisplayApple CarPlayGoogle Android AutoJeep ConnectGPS Navigation4G LTE Wi-Fi Hot SpotHeated Front SeatsHeated Second-Row SeatsHeated Steering WheelRemote-Start SystemParkView Rear Back-Up CameraAdaptive Cruise Control w/ Stop and GoActive Lane-Management SystemFull-Speed Forward-Collision Warning PlusBlind-Spot and Cross-Path DetectionParkSense Front and Rear Park-Assist w/ StopCustomer Preferred Package 22EDual-Pane Panoramic SunroofTrailer-Tow PackageTrailer-Hitch ZoomClass IV Receiver-HitchBlack Appearance Package20-Inch Gloss-Black Painted Aluminum Wheels3.6L V6 Engine8-Speed Automatic4 Wheel Drive At Eide Chrysler, we want to give you the best possible deal on your next new vehicle. Our prices are posted clearly on every vehicle and on-line in alignment with our policy of transparency. There are additional incentives available that you may qualify for including: Military Consumer Cash, Conquest Lease-to-Retail/Lease, Returning Lessee and more. Please call or stop by and visit us for more information. We brand our dealership as a Markdown Store which incorporates the following elements-Time Saving, Hassle Free & a Fair Price. We have been in business in the Bismarck/Mandan community since 1981 and are locally owned and operated. At Eide Chrysler, we believe in giving you a fair and competitive price upfront. All of our vehicles feature our Markdown Pricing to ensure you feel confident about getting a good deal and excellent overall value in your vehicle purchase. We would also love to have your trade! We will give you Fair Market Trade Value for your vehicle. Want to know what your trade is worth? Use the KBB Instant Cash Offer feature on our website to receive a guaranteed value for your vehicle! We also offer convenient service hours during the week and all day Saturday. All of our vehicles are also offered with a free Autocheck Vehicle History Report. We are very serious about your satisfaction and our aim is to make your experience with us Simple, Fast & Fun. Price includes: $1000 - 2024 JEEP Denver BC Retail Consumer Cash 74CR1. Exp. 06/03/2024 $1000 - 2024 JEEP Retail Bonus Cash 24CRA1. Exp. 01/02/2025 $1000 - 2024 JR Denver BC Bonus Cash DECRA. Exp. 06/03/2024
      
    Tired of getting the runaround from other dealerships every time you try to find the right new or used car, truck, or sport utility vehicle (SUV) for you and your family? Then make it a point to stop by Eide Chrysler the next time you are in the market for a new vehicle or outstanding pre-owned automobile in Bismarck.",Jeep,Grand Cherokee,2024,50184.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Hyundai Sonata Hybrid SEL,Portofino Gray 2024 Hyundai Sonata Hybrid SEL FWD 6-Speed Automatic with Shiftronic I4 Recent Arrival! 44/51 City/Highway MPG,Hyundai,Sonata Hybrid,2024,32520.0,16V GDI DOHC Hybrid,4.0,Hybrid,11.0,6-Speed Automatic,SEL,Sedan,4.0,Portofino Gray,Gray,Front-wheel Drive
2024 Audi A5 Sportback S line Premium,"
      
        2024 Audi A5 Sportback Premium 24/32 City/Highway MPG10 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Anti-whiplash front head restraints, Audi Beam-Rings, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Audi connect CARE, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Garage door transmitter: HomeLink, Genuine wood console insert, Genuine wood dashboard insert, Genuine wood door panel insert, Heated door mirrors, Heated front seats, Heated Front Sport Seats, Heated steering wheel, Illuminated entry, Knee airbag, Leather Seating Surfaces, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power adjustable front head restraints, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Radio: Audi Sound System, Rain sensing wipers, Rear air conditioning, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, and Wheels: 18 5-Double-Spoke Design.
      
    The Warren Henry Advantage! This remarkable package of 9 valuable benefits comes with every vehicle we sell or lease, new or pre-owned. It includes: -complimentary lost key replacement -Pick up and delivery for any service -Dynamic wheel alloy wheel portection -Much More!",Audi,A5 Sportback,2024,52405.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,7-Speed Automatic with Auto-Shift,S line Premium,Hatchback,4.0,Glacier White Metallic,Black,All-wheel Drive
2024 Hyundai IONIQ 5 SEL,"
      
        Country Hyundai is part of the TommyCar Auto Group. We are proud to make purchasing and servicing a vehicle simple, transparent, and hassle-free with the TommyCar Difference. Buy with confidence, convenience and get rewarded. Come join the family, experience the difference, and see why You're Going to Love It Here! 2024 Hyundai IONIQ 5 SEL IONIQ 5 SEL, 4D Sport Utility, 1-Speed Automatic, AWD, 4-Wheel Disc Brakes, ABS brakes, Dual front impact airbags, Dual front side impact airbags, Emergency communication system: Bluelink+, Front Bucket Seats, Heated Front Bucket Seats, Heated front seats, Navigation System, Option Group 01, Power driver seat, Power Liftgate, Power steering, Power windows, Remote keyless entry, Split folding rear seat, Stain-Resistant Cloth Seating Surfaces, Steering wheel mounted audio controls, Wheels: 19 x 7.5J Aero Alloy. Please call dealership to verify availability/location. Internet price cannot be combined with any other sale prices, coupons or promotional events. Previous sales excluded. Prices fluctuate daily based on market conditions and days supply and are subject to change at any time. Prices listed do not include the following fees: tax, title, registration, dealer, bank, $694 documentation, or any other fees that may be imposed by federal, state, county or city agencies. Incentives and availability subject to change and not every customer will qualify for all discounts. Residency restrictions apply. Optional installed accessories additional. While every effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained. Stock photos for illustration only. Not all customers may qualify for all rebates listed, see dealer for details. Price includes: $7500 - Retail Bonus Cash. Exp. 06/03/2024
      
    ",Hyundai,IONIQ 5,2024,45289.0,c,,Electric,5.0,1-Speed Automatic,SEL,SUV,4.0,Black,Black,All-wheel Drive
2024 Dodge Hornet R/T Plus,"
      
        WE ACCEPT ALL MAKE AND MODEL TRADE IN VEHICLES. JUST WANT TO SELL YOUR CAR? WE BUY EVERYTHING! 2024 Dodge Hornet R/T Plus Factory MSRP: $51,585 AWD 1.3L I4 Complimentary 3 Month / 3,000 Mile Powertrain Warranty INCLUDED!!!, 1.3L I4. DISCLAIMER: Advertised pricing does not include dealership documentation fee, tax, title, licensing or registration. Dealership installed accessories extra. See dealer for details. Vehicle pricing, incentives, options (including standard equipment), and technical specifications listed for this vehicle may not match the exact vehicle displayed. Please confirm with a sales representative the accuracy of this information.
      
    ",Dodge,Hornet,2024,51585.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,6-Speed Automatic,R/T Plus,SUV,4.0,8 BALL,Black,All-wheel Drive
2024 Dodge Hornet R/T,"R/T Blacktop + Track Pack Bundle,Leather Seats,Gray Cray,Lane Keeping Assist,Keyless Start,Rear Spoiler,Black; Alcantara Seats W/Red Accents,Engine: 1.3L I4 Turbo Phev,Quick Order Package 28B,Transmission: 6-Speed Aisin F21-250 Phev Auto",Dodge,Hornet,2024,45844.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,1.0,6-Speed Automatic,R/T,SUV,4.0,Gray,Black,All-wheel Drive
2024 Mazda CX-90 PHEV Base,Deep Crystal Blue Mica 2024 Mazda CX-90 PHEV Preferred AWD 8-Speed Automatic 2.5L I4 DOHC 16V LEV3-SULEV30,Mazda,CX-90 PHEV,2024,51700.0,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4.0,Gasoline,5.0,8-Speed Automatic,Base,SUV,4.0,Deep Crystal Blue Mica,Black,All-wheel Drive
2024 Honda CR-V Hybrid Sport-L,"
      
        This 2024 Honda CR-V Hybrid Sport-L is proudly offered by Patterson Honda Want more room? Want more style? This Honda CR-V Hybrid Sport-L is the vehicle for you. Save money at the pump with this fuel-sipping Honda CR-V Hybrid. Just what you've been looking for. With quality in mind, this vehicle is the perfect addition to take home. You can finally stop searching... You've found the one you've been looking for. Located at Patterson Honda 319 Central Freeway East, Wichita Falls, TX 76301 940-322-5451 www.pattersonhonda.com
      
    ",Honda,CR-V Hybrid,2024,37505.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,Automatic CVT,Sport-L,SUV,4.0,Platinum White Pearl,,Front-wheel Drive
2024 Mercedes-Benz Sprinter 2500 144 WB Standard Roof Passenger,"2024 Mercedes-Benz Sprinter 2500 Passenger 144 WB All prices plus sales tax, tag and titling, and dealer service fee of $999.00, which represents cost and profits to the selling dealer for items such as cleaning, inspecting, adjusting new vehicles and preparing documents related to the sale.We not only feature an expansive selection of new, used, and certified pre-owned vehicles, but we also feature benefits that complement our wide selection of vehicles. Our Crown Confidence Plan brings peace of mind to your next vehicle purchase by featuring vehicles that have passed a 101 multi-point inspection, and each feature an exclusive 100,000-mile warranty.",Mercedes-Benz,Sprinter 2500,2024,69017.0,16V DDI DOHC Turbo Diesel,4.0,Diesel,10.0,9-Speed Automatic,144 WB Standard Roof Passenger,Passenger Van,3.0,Jet Black,Black,Rear-wheel Drive
